"Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"20201012TXNOD","3",2020-10-12,"Fall","North Dallas High School Dallas TX","North Dallas High School","Dallas","TX","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Escalation of Dispute","No","No","No","No",NA,-96.7947432,32.8100678
"20190327FLMAJ","4",2019-03-27,"Spring","Mayport Coastal Sciences Middle School Jacksonville FL","Mayport Coastal Sciences Middle School","Jacksonville","FL","Middle","School Bus","School Bus","Yes","After School","Unknown","No","No","No","No",NA,-81.4135846,30.3626353
"20201014WAWAS","3",2020-10-14,"Fall","Washington Elementary School Sunnyside WA","Washington Elementary School","Sunnyside","WA","Elementary","Front of School","Off School Property","Yes","Morning Classes","Drive-by Shooting","No","No","No","No","40",-120.0104139,46.3188863
"20201026GARIR","4",2020-10-26,"Fall","Riverdale High School Riverdale GA","Riverdale High School","Riverdale","GA","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-84.4029482,33.5569425
"20201106AZKHT","3",2020-11-06,"Fall","Khalsa Montessori Charter Tuscon AZ","Khalsa Montessori Charter","Tuscon","AZ","Elementary","Parking Lot","Outside on School Property","Yes","Morning Classes","Hostage/Standoff","No","No","No","No",NA,-110.9143325,32.2764497
"20160928TNSYP","5",2016-09-28,"Fall","Sycamore Middle School Pleasant View TN","Sycamore Middle School","Pleasant View","TN","Middle","Office","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","Yes","0",-87.0489888,36.3681949
"20201116TNWIM","3",2020-11-16,"Fall","Winridge Elementary School Memphis TN","Winridge Elementary School","Memphis","TN","Elementary","Beside Building","Outside on School Property","No",NA,"Domestic w/ Targeted Victim","No","Yes","No","No","1",-89.8561769,35.052017
"20201124NCHEH","4",2020-11-25,"Fall","Hendersonville Middle School Hendersonville NC","Hendersonville Middle School","Hendersonville","NC","Middle","Gym","Inside School Building","Yes","Morning Classes","Unknown",NA,NA,"No",NA,"1",-82.473087,35.321892
"20201125KSABG","4",2020-11-25,"Fall","Abe Hubert Elementary School Garden City KS","Abe Hubert Elementary School","Garden City","KS","Elementary","Parking Lot","Outside on School Property","No","Not a School Day","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-100.8733343,37.9764446
"19900906GASOC","4",1990-09-06,"Fall","South Forsyth Middle School - High School Cumming GA","South Forsyth Middle School - High School","Cumming","GA","6-12","Classroom","Inside School Building","Yes","Morning Classes","Hostage/Standoff",NA,"No","No","Yes","1",-84.1530847,34.1160861
"20210127MSHAH","4",2021-01-27,"Winter","Hattiesburg High School Hattiesburg MS","Hattiesburg High School","Hattiesburg","MS","High","Off School Property","School Bus","Yes","School Start","Unknown","No","No","No",NA,NA,-89.3037147,31.2836473
"20210216NCTHS","4",2021-02-16,"Winter","Third Creek Elementary School Statesville NC","Third Creek Elementary School","Statesville","NC","Elementary","School Bus","School Bus","Yes","School Start","Unknown","No","No","No","No","1",-80.8561425,35.7496127
"20210226LAGEN","4",2021-02-26,NA,"George Washington Carver High School New Orleans LA","George Washington Carver High School","New Orleans","LA","High","Hallway","Inside School Building","No","Sport Event","Illegal Activity","No","No","No","No","2",-90.0370128,29.9943822
"20210301ARWAP","4",2021-03-01,"Spring","Watson Chapel Junior High Pine Bluff AR","Watson Chapel Junior High","Pine Bluff","AR","Junior High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","No","No","No","No","3",-92.0654317,34.1897458
"20210308SCEDC","4",2021-03-08,"Spring","Chesterfield Elementary School Chesterfield SC","Chesterfield Elementary School","Chesterfield","SC","Elementary","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-81.1637245,33.836081
"20210318KYGRL","4",2021-03-18,"Spring","Greenwood Elementary School Louisville KY","Greenwood Elementary School","Louisville","KY","Elementary","Cafeteria","Outside on School Property","Yes","Lunch","Domestic w/ Targeted Victim","No","Yes","No","No","0",-85.8611782,38.1457337
"20210324ORFOS","3",2021-03-24,"Spring","Four Corners Elementary School Salem OR","Four Corners Elementary School","Salem","OR","Elementary","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-122.9769629,44.9226034
"20180803IALIO","3",2018-08-03,"Summer","Liberty Elementary School Ottumwa IA","Liberty Elementary School","Ottumwa","IA","Elementary","Parking Lot","Off School Property","No","Afternoon Classes","Illegal Activity","No","No","No","No",NA,-92.4352968,40.9936507
"20210401OKCLC","4",2021-04-01,"Spring","Cleveland High School Cleveland OK","Cleveland High School","Cleveland","OK","High","School Bus","School Bus","Yes","Evening","Drive-by Shooting","No","No","No","No",NA,-96.4755593,36.3141517
"19700226CABAB","4",1979-02-26,"Winter","Barstow High School Barstow CA","Barstow High School","Barstow","CA","High","Courtyard","Inside School Building","Yes","Morning Classes","Escalation of Dispute","Yes","No","No","Yes","6",-117.028571,34.8945237
"19790226CABAB","4",1979-02-26,"Winter","Barstow High School Barstow CA","Barstow High School","Barstow","CA","High","Courtyard","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","Yes","No","No","Yes","6",-117.028571,34.8945237
"20210104NYPEJ","3",2021-01-04,"Winter","Perth Bible Church and Christian Academy Johnstown NY","Perth Bible Church and Christian Academy","Johnstown","NY","6-12","Field (General)","Outside on School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No",NA,-74.1903982,43.0189703
"20210315INMEM","4",2021-03-15,"Spring","Merrillville High School Merrillville IN","Merrillville High School","Merrillville","IN","High","Parking Lot","Outside on School Property","No","Night","Escalation of Dispute","No","No","No","No","10",-87.3298741,41.4944455
"20210412TNAUK","4",2021-04-12,"Spring","Austin-East Magnet High School Knoxville TN","Austin-East Magnet High School","Knoxville","TN","High","Bathroom","Inside School Building","Yes","Afternoon Classes","Unknown","No","Yes","No","No","1",-83.8873047,35.9898522
"20210411INBIH","3",2021-04-11,"Spring","Bishop Noll Institute Hammond IN","Bishop Noll Institute","Hammond","IN","High","Parking Lot","Outside on School Property","No","Night","Domestic w/ Targeted Victim","No","Yes","No","No","1",-87.491937,41.6283089
"20210412CASAS","4",2021-04-12,"Spring","San Diego High School San Diego CA","San Diego High School","San Diego","CA","High","Football Field/Track","Outside on School Property","No","Evening","Hostage/Standoff","No","No","No","No",NA,-117.1531757,32.7200025
"20210413TNMAC","3",2021-04-13,"Spring","Maury County Public Schools Bus No. 50 Columbia TN","Maury County Public Schools Bus No. 50","Columbia","TN",NA,"School Bus","School Bus","Yes","Dismissal","Escalation of Dispute","No","No","No","No","0",-87.1422895,35.6195242
"20210420TXHAH","4",2021-04-20,"Spring","Harker Heights High School Harker Heights TX","Harker Heights High School","Harker Heights","TX","High","Parking Lot","Outside on School Property","No","Night","Illegal Activity","No","No","No","No",NA,-97.6521492,31.0568127
"20210427TNLAM","4",2021-04-27,"Spring","La Petite Academy Memphis TN","La Petite Academy","Memphis","TN","Other","Front of School","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No","1",-89.7952781,35.0275012
"20210427DESMS","4",2021-04-27,"Spring","Smyrna Middle School Smyrna DE","Smyrna Middle School","Smyrna","DE","Middle","Parking Lot","Outside on School Property","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-75.623938,39.3026218
"20210429CAVIV","4",2021-04-29,"Spring","Victor Valley High School Victorville CA","Victor Valley High School","Victorville","CA","High","Parking Lot","Outside on School Property","Yes","Lunch","Escalation of Dispute","No","No","No","No","3",-117.303142,34.5297127
"20210430INMAI","4",2021-04-30,"Spring","Mary Castle Elementary School Indianapolis IN","Mary Castle Elementary School","Indianapolis","IN","Elementary","Parking Lot","Off School Property","Yes","Afternoon Classes","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-86.0178551,39.9081355
"20210506IDRIR","4",2021-05-06,"Spring","Rigby Middle School Rigby ID","Rigby Middle School","Rigby","ID","Middle","Inside School Building","Both Inside/Outside","Yes","Morning Classes","Unknown",NA,"No","No",NA,NA,-111.9419755,43.6684444
"19890209IDRIR","3",1989-02-09,"Fall","Rigby Junior High School Rigby ID","Rigby Junior High School","Rigby","ID",NA,NA,NA,NA,NA,"Hostage/Standoff",NA,NA,"No",NA,NA,-111.9419755,43.6684444
"20210506SCFOC","4",2021-05-06,"Spring","Forest Lake Elementary Columbia SC","Forest Lake Elementary","Columbia","SC","Elementary","School Bus","School Bus","Yes","Before School","Hostage/Standoff","No","No","No","No","0",-80.9507148,34.0515042
"20210517TNAUM","4",2021-05-17,"Spring","Aurora Collegiate Academy Memphis TN","Aurora Collegiate Academy","Memphis","TN","Elementary","Front of School","Off School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No",NA,-89.8994004,35.1478922
"20210517MDLOC","4",2021-05-17,"Spring","Long Reach High School Columbia MD","Long Reach High School","Columbia","MD","High","Parking Lot","Outside on School Property","Yes","Morning Classes","Domestic w/ Targeted Victim","No","Yes","No","No","0",-76.8112909,39.205343
"20210609TXNOH","4",2021-06-09,"Summer","North Forest High School Houston TX","North Forest High School","Houston","TX","High","Parking Lot","Outside on School Property","Yes","School Event","Escalation of Dispute","No","No","No","No",NA,-95.2602224,29.8668293
"20210610CTHOW","4",2021-06-10,"Summer","Holy Cross High School Waterbury CT","Holy Cross High School","Waterbury","CT","High","Field (General)","Outside on School Property","No","Before School","Illegal Activity","No","No","No","No",NA,-73.064702,41.531244
"20210612MOMCF","3",2021-06-12,"Summer","McCluer North High School Florissant MO","McCluer North High School","Florissant","MO","High","Outside on School Property","Outside on School Property","No","Night","Escalation of Dispute",NA,"No","No","No",NA,-90.3031518,38.7902332
"20210614TXEAF","4",2021-06-14,"Summer","Eastern Hills High School Fort Worth TX","Eastern Hills High School","Fort Worth","TX","High","Parking Lot","Outside on School Property","No","Evening","Illegal Activity","No","No","No","No",NA,-97.2327569,32.7480228
"20210614NCRJW","4",2021-06-14,"Summer","R.J. Reynolds High School Winston-Salem NC","R.J. Reynolds High School","Winston-Salem","NC","High","Beside Building","Outside on School Property","No","Not a School Day","Domestic w/ Targeted Victim","No","Yes","No","No",NA,-80.2656881,36.1009964
"20210620CAGRM","3",2021-06-20,"Summer","Modesto Christian School Modesto CA","Modesto Christian School","Modesto","CA","K-12","Parking Lot","Outside on School Property","No","Not a School Day","Illegal Activity","No","No","No","No",NA,-121.0798183,37.7230607
"20210719TXCAC","4",2021-07-19,"Summer","Caldwell High School Caldwell TX","Caldwell High School","Caldwell","TX","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes","Drive-by Shooting","No","No","No","No",NA,-96.6741275,30.5484321
"20210517TXBRE","3",2021-05-17,"Spring","Brown Middle School El Paso TX","Brown Middle School","El Paso","TX","Middle","Classroom","Inside School Building","Yes","Afternoon Classes","Indiscriminate Shooting",NA,"No","No",NA,"8",-106.5726936,31.8778583
"20210806LASTH","4",2021-08-06,"Summer","St. Francis de Sales school Houma LA","St. Francis de Sales school","Houma","LA","K-8","Front of School","Outside on School Property","Yes","Dismissal","Illegal Activity","No","No","No","No","1",-90.7234183,29.5953164
"20210812CANOS","4",2021-08-12,"Fall","North Mountain Middle School San Jacinto CA","North Mountain Middle School","San Jacinto","CA","Middle","Bathroom","Inside School Building","Yes","School Start","Unknown",NA,"No","No",NA,"1",-116.9395693,33.7796375
"20210813NMWAA","4",2021-08-13,"Fall","Washington Middle School Albuquerque NM","Washington Middle School","Albuquerque","NM","Middle","Playground","Outside on School Property","Yes","Lunch","Escalation of Dispute","Yes","No","No","No","6",-106.661911,35.0863418
"20180425NMHIA","4",2018-04-25,"Spring","Highland High School Albuquerque NM","Highland High School","Albuquerque","NM","High","Front of School","Outside on School Property","Yes","Dismissal","Escalation of Dispute","No","No","No","No",NA,-106.591194,35.074515
"20210817COYED","4",2021-08-17,"Fall","Yeshiva Toras Chaim High School Denver CO","Yeshiva Toras Chaim High School","Denver","CO","High","Front of School","Outside on School Property","Yes","Night","Illegal Activity","No","No","No","No",NA,-105.0437844,39.7418139
"20210901NCMTW","4",2021-09-01,"Fall","Mt. Tabor High School Winston-Salem NC","Mt. Tabor High School","Winston-Salem","NC","High","Hallway","Inside School Building","Yes","Lunch","Unknown",NA,"No","No","No",NA,-80.314093,36.126799
"20210830NCNEW","4",2021-08-30,"Fall","New Hanover High School Wilmington NC","New Hanover High School","Wilmington","NC","High","Hallway","Inside School Building","Yes","Morning Classes","Escalation of Dispute","Yes","No","No","No",NA,-77.9323104,34.2376969
"20210826OHNOT","3",2021-08-26,"Fall","Northpointe Academy Elementary School Toledo OH","Northpointe Academy Elementary School","Toledo","OH","Elementary","Football Field/Track","Outside on School Property","No","Sport Event","Escalation of Dispute","No","No","No","No",NA,-83.6301478,41.6481591
"20210826NYHAH","3",2021-08-26,"Fall","Hauppauge Middle School Hauppauge NY","Hauppauge Middle School","Hauppauge","NY","Middle","Beside Building","Outside on School Property","Yes","Morning Classes","Escalation of Dispute","No","No","No","No",NA,-73.1980525,40.824774
